Event;Date;Place;Fighter;KD;STR;TD;SUB;WEIGHT.CLASS;METHOD;ROUND;TIME;RESULT
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Waldo Cortes Acosta;2;10;0;0;Heavyweight;"KO/TKO

      

        Punch";1;1:22;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Shamil Gaziev;0;6;0;0;Heavyweight;"KO/TKO

      

        Punch";1;1:22;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Kyoji Horiguchi;2;49;0;1;Flyweight;"SUB

      

        Rear Naked Choke";3;2:18;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Tagir Ulanbekov;0;6;1;1;Flyweight;"SUB

      

        Rear Naked Choke";3;2:18;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Luke Riley;1;14;0;0;Featherweight;"KO/TKO

      

        Punches";2;0:30;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Bogdan Grad;0;7;4;0;Featherweight;"KO/TKO

      

        Punches";2;0:30;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Nicolas Dalby;0;26;0;0;Welterweight;S-DEC;3;5:00;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Saygid Izagakhmaev;0;20;4;0;Welterweight;S-DEC;3;5:00;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Asu Almabayev;0;36;2;1;Flyweight;"SUB

      

        Guillotine Choke";3;0:22;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Alex Perez;0;40;3;0;Flyweight;"SUB

      

        Guillotine Choke";3;0:22;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Abdul Rakhman Yakhyaev;1;6;1;1;Light Heavyweight;"SUB

      

        Rear Naked Choke";1;0:33;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Rafael Cerqueira;0;0;0;0;Light Heavyweight;"SUB

      

        Rear Naked Choke";1;0:33;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Aleksandre Topuria;0;47;2;0;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Bekzat Almakhan;0;39;0;0;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Ismail Naurdiev;1;3;0;0;Middleweight;"KO/TKO

      

        Punch";1;1:26;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Ryan Loder;0;1;0;0;Middleweight;"KO/TKO

      

        Punch";1;1:26;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Nurullo Aliev;0;51;1;1;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Shem Rock;0;44;1;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Denzel Freeman;0;49;0;0;Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Tsarukyan vs. Hooker;"Date:
      
      November 22, 2025";"Location:
      

      Doha, Qatar";Marek Bujlo;0;31;0;0;Heavyweight;U-DEC;3;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Islam Makhachev;0;30;4;0;Welterweight;U-DEC;5;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Jack Della Maddalena;0;18;0;0;Welterweight;U-DEC;5;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Valentina Shevchenko;0;41;5;0;Women's Flyweight;U-DEC;5;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Zhang Weili;0;32;0;0;Women's Flyweight;U-DEC;5;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Michael Morales;1;24;0;0;Welterweight;"KO/TKO

      

        Punches";1;3:27;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Sean Brady;0;8;0;0;Welterweight;"KO/TKO

      

        Punches";1;3:27;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Carlos Prates;1;21;0;0;Welterweight;"KO/TKO

      

        Punch";2;1:28;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Leon Edwards;0;12;2;0;Welterweight;"KO/TKO

      

        Punch";2;1:28;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Benoit Saint Denis;1;3;0;0;Lightweight;"KO/TKO

      

        Punch";1;0:16;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Beneil Dariush;0;3;0;0;Lightweight;"KO/TKO

      

        Punch";1;0:16;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Bo Nickal;1;77;2;1;Middleweight;"KO/TKO

      

        Kick";3;2:24;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Rodolfo Vieira;0;24;0;0;Middleweight;"KO/TKO

      

        Kick";3;2:24;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Gregory Rodrigues;0;90;0;1;Middleweight;U-DEC;3;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Roman Kopylov;0;52;2;0;Middleweight;U-DEC;3;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Erin Blanchfield;0;52;2;1;Women's Flyweight;"SUB

      

        Rear Naked Choke";2;4:44;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Tracy Cortez;0;46;1;0;Women's Flyweight;"SUB

      

        Rear Naked Choke";2;4:44;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Ethyn Ewing;0;85;3;0;Featherweight;U-DEC;3;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Malcolm Wellmaker;0;77;0;0;Featherweight;U-DEC;3;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Kyle Daukaus;1;8;0;1;Middleweight;"SUB

      

        D'Arce Choke";1;0:50;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Gerald Meerschaert;0;0;0;0;Middleweight;"SUB

      

        D'Arce Choke";1;0:50;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Pat Sabatini;0;12;7;0;Featherweight;U-DEC;3;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Chepe Mariscal;0;7;0;0;Featherweight;U-DEC;3;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Fatima Kline;0;115;4;0;Women's Strawweight;U-DEC;3;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Angela Hill;0;56;0;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Baisangur Susurkaev;1;53;2;0;Middleweight;"KO/TKO

      

        Punch";3;1:38;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Eric McConico;0;53;0;0;Middleweight;"KO/TKO

      

        Punch";3;1:38;lose
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Matheus Camilo;0;39;5;0;Lightweight;U-DEC;3;5:00;win
UFC 322: Della Maddalena vs. Makhachev;"Date:
      
      November 15, 2025";"Location:
      

      New York City, New York, USA";Viacheslav Borshchev;0;65;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Gabriel Bonfim;1;35;0;0;Welterweight;"KO/TKO

      

        Knee";2;1:40;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Randy Brown;0;33;0;0;Welterweight;"KO/TKO

      

        Knee";2;1:40;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Joseph Morales;0;5;0;1;Flyweight;"SUB

      

        Guillotine Choke";1;2:54;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Matt Schnell;0;4;1;0;Flyweight;"SUB

      

        Guillotine Choke";1;2:54;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Uros Medic;1;8;0;0;Welterweight;"KO/TKO

      

        Punch";1;1:03;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Muslim Salikhov;0;2;0;0;Welterweight;"KO/TKO

      

        Punch";1;1:03;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Chris Padilla;0;64;0;0;Lightweight;"KO/TKO

      

        Punches";2;4:30;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Ismael Bonfim;0;42;1;0;Lightweight;"KO/TKO

      

        Punches";2;4:30;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Christian Leroy Duncan;1;23;1;0;Middleweight;"KO/TKO

      

        Punch";2;3:20;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Marco Tulio;0;27;2;0;Middleweight;"KO/TKO

      

        Punch";2;3:20;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Jamall Emmers;0;50;7;1;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Hyder Amil;0;47;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Raoni Barcelos;0;82;1;0;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Ricky Simon;0;67;0;0;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Jacqueline Cavalcanti;0;80;0;0;Women's Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Mayra Bueno Silva;0;39;0;0;Women's Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Josh Hokit;2;9;0;0;Heavyweight;"KO/TKO

      

        Punches";1;0:56;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Max Gimenis;0;3;0;0;Heavyweight;"KO/TKO

      

        Punches";1;0:56;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Denise Gomes;0;53;3;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Tecia Pennington;0;58;1;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Daniel Marcos;0;27;3;1;Bantamweight;"SUB

      

        Rear Naked Choke";2;4:23;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Miles Johns;0;28;0;0;Bantamweight;"SUB

      

        Rear Naked Choke";2;4:23;lose
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Zach Reese;0;32;3;1;Catch Weight;"SUB

      

        Rear Naked Choke";2;1:38;win
UFC Fight Night: Bonfim vs. Brown;"Date:
      
      November 08, 2025";"Location:
      

      Las Vegas, Nevada, USA";Jackson McVey;0;56;0;0;Catch Weight;"SUB

      

        Rear Naked Choke";2;1:38;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Steve Garcia;1;33;0;0;Featherweight;"KO/TKO

      

        Punches";1;3:34;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";David Onama;0;2;0;0;Featherweight;"KO/TKO

      

        Punches";1;3:34;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Waldo Cortes Acosta;1;12;0;0;Heavyweight;"KO/TKO

      

        Punch";1;3:59;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Ante Delija;0;16;0;0;Heavyweight;"KO/TKO

      

        Punch";1;3:59;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Jeremiah Wells;0;32;3;3;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Themba Gorimbo;0;18;6;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Yadier del Valle;0;1;0;3;Featherweight;"SUB

      

        Rear Naked Choke";1;3:41;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Isaac Dulgarian;0;0;0;0;Featherweight;"SUB

      

        Rear Naked Choke";1;3:41;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Charles Radtke;0;31;3;2;Welterweight;"SUB

      

        Rear Naked Choke";3;4:29;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Daniel Frunza;0;6;0;0;Welterweight;"SUB

      

        Rear Naked Choke";3;4:29;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Allan Nascimento;0;52;0;1;Catch Weight;"SUB

      

        Anaconda Choke";2;3:13;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Cody Durden;0;57;1;0;Catch Weight;"SUB

      

        Anaconda Choke";2;3:13;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Billy Elekana;1;17;0;1;Light Heavyweight;"SUB

      

        Rear Naked Choke";1;3:33;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Kevin Christian;0;14;0;0;Light Heavyweight;"SUB

      

        Rear Naked Choke";1;3:33;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Timmy Cuamba;0;23;2;0;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";ChangHo Lee;0;15;3;0;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Donte Johnson;0;10;3;1;Middleweight;"SUB

      

        Guillotine Choke";2;1:25;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Sedriques Dumas;0;5;1;0;Middleweight;"SUB

      

        Guillotine Choke";2;1:25;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Norma Dumont;0;62;0;0;Women's Bantamweight;S-DEC;3;5:00;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Ketlen Vieira;0;25;2;1;Women's Bantamweight;S-DEC;3;5:00;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Alice Ardelean;0;138;1;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Montserrat Conejo Ruiz;0;85;1;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Seokhyeon Ko;0;36;4;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Phil Rowe;0;4;0;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Talita Alencar;0;60;5;2;Women's Strawweight;"SUB

      

        Rear Naked Choke";3;4:36;win
UFC Fight Night: Garcia vs. Onama;"Date:
      
      November 01, 2025";"Location:
      

      Las Vegas, Nevada, USA";Ariane Carnelossi;0;25;0;0;Women's Strawweight;"SUB

      

        Rear Naked Choke";3;4:36;lose
